"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H3EX8D2D","journalArticle","2017","Van Boeckel, T. P.; Glennon, Emma E.; Chen, Dora; Gilbert, Marius; Robinson, Timothy P.; Grenfell, Bryan T.; Levin, Simon A.; Bonhoeffer, Sebastian; Laxminarayan, Ramanan","Reducing antimicrobial use in food animals","Science","","0036-8075, 1095-9203","10.1126/science.aao1495","http://science.sciencemag.org/content/357/6358/1350","The large and expanding use of antimicrobials in livestock, a consequence of growing global demand for animal protein, is of considerable concern in light of the threat of antimicrobial resistance (AMR). Use of antimicrobials in animals has been linked to drug-resistant infections in animals ( 1 ) and humans ( 2 ). In September 2016, the United Nations (UN) General Assembly recognized the inappropriate use of antimicrobials in animals as a leading cause of rising AMR. In September 2018, the interagency group established by the UN Secretary General will report on progress in the global response to AMR, including antimicrobial consumption in animals. We provide a baseline to monitor efforts to reduce antimicrobial use and assess how three global policies might curb antimicrobial consumption in food animal production: (i) enforcing global regulations to cap antimicrobial use, (ii) adherence to nutritional guidelines leading to reduced meat consumption, and (iii) imposing a global user fee on veterinary antimicrobial use.","2017-09-29","2017-09-29 08:26:05","2017-10-04 11:24:58","2017-09-29 08:26:05","1350-1352","","6358","357","","","","","","","","","","en","Copyright © 2017 The Authors, some rights reserved; exclusive licensee American Association for the Advancement of Science. No claim to original U.S. Government Works. This is an open-access article distributed under the terms of the Creative Commons Attribution license, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.","","","","science.sciencemag.org","","","","/Users/simondellicour/Zotero/storage/M2X23G4X/Boeckel et al. - 2017 - Reducing antimicrobial use in food animals.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TY32UX3","journalArticle","2018","Hollings, Tracey; Burgman, Mark; van Andel, Mary; Gilbert, Marius; Robinson, Timothy; Robinson, Andrew","How do you find the Green Sheep? A critical review of the use of remotely sensed imagery to detect and count animals","Methods in Ecology and Evolution","","2041-210X","10.1111/2041-210X.12973","http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12973/abstract","1.Animal abundance data are essential for endangered species conservation, tracking invasive species spread, biosecurity, agricultural applications and wildlife monitoring; however obtaining abundance data is a perennial challenge. Recent improvements in the resolution of remotely sensed imagery, and image processing tools and software have facilitated improvement of methods for the detection of individual, generally large-bodied animals. The potential to monitor and survey populations from remotely sensed imagery is an exciting new development in animal ecology. 2.We review the methods used to analyse remotely sensed imagery for their potential to estimate the abundance of wild and domestic animal populations by directly detecting, identifying and counting individuals. 3.Despite many illustrative studies using a variety of methods for detecting animals from remotely sensed imagery, it remains problematic in many situations. Studies that demonstrated reasonably high accuracy using automated and semi-automated techniques have been undertaken on small spatial scales relative to the geographic range of the species of interest and/or in homogenous environments such as sea ice. The major limitations are the relatively low accuracy of automated detection techniques across large spatial extents, false detections, and the cost of high resolution data. 4.Future developments in the analysis of remotely sensed data for population surveys will improve detection capabilities, including the advancement of algorithms, the crossover of software and technology from other disciplines, and improved availability, accessibility, cost and resolution of data. This article is protected by copyright. All rights reserved.","2018","2018-01-24 15:48:31","2018-07-23 11:37:35","2018-01-24 15:48:31","","","4","9","","Methods Ecol Evol","How do you find the Green Sheep?","","","","","","","en","","","","","Wiley Online Library","","","","/Users/simondellicour/Zotero/storage/38WX243I/abstract.html","","","animals; agriculture; Remote sensing; Satellite imagery; detection; population survey; wildlife","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFNNE9SA","journalArticle","2018","Nicolas, Gaëlle; Apolloni, Andrea; Coste, Caroline; Wint, G. R. William; Lancelot, Renaud; Gilbert, Marius","Predictive gravity models of livestock mobility in Mauritania: The effects of supply, demand and cultural factors","PLOS ONE","","1932-6203","10.1371/journal.pone.0199547","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0199547","Animal movements are typically driven by areas of supply and demand for animal products and by the seasonality of production and demand. As animals can potentially spread infectious diseases, disease prevention can benefit from a better understanding of the factors influencing movements patterns in space and time. In Mauritania, an important cultural event, called the Tabaski (Aïd el Kebir) strongly affects timing and structure of movements, and due to the arid and semi-arid climatic conditions, the season can also influence movement patterns. In order to better characterize the animal movements patterns, a survey was carried out in 2014, and those data were analysed here using social network analysis (SNA) metrics and used to train predictive gravity models. More specifically, we aimed to contrast the movements structure by ruminant species, season (Tabaski vs. Non-Tabaski) and mode of transport (truck vs. foot). The networks differed according to the species, and to the season, with a changed proportion of truck vs. foot movements. The gravity models were able to predict the probability of a movement link between two locations with moderate to good accuracy (AUC ranging from 0.76 to 0.97), according to species, seasons, and mode of transport, but we failed to predict the traded volume of those trade links. The significant predictor variables of a movement link were the human and sheep population at the source and origin, and the distance separating the locations. Though some improvements would be needed to predict traded volumes and better account for the barriers to mobility, the results provide useful predictions to inform epidemiological models in space and time, and, upon external validation, could be useful to predict movements at a larger regional scale.","2018-07-18","2018-07-20 08:01:40","2018-07-20 08:01:40","2018-07-20 08:01:40","e0199547","","7","13","","PLOS ONE","Predictive gravity models of livestock mobility in Mauritania","","","","","","","en","","","","","PLoS Journals","","","","/Users/simondellicour/Zotero/storage/WS8BDPIW/Nicolas et al. - 2018 - Predictive gravity models of livestock mobility in.pdf; /Users/simondellicour/Zotero/storage/RGKMM87W/article.html","","","Veterinary diseases; Camels; Cattle; Sheep; Livestock; Centrality; Mauritania; Ruminants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZAVH2FC","journalArticle","2018","Forget, Yann; Linard, Catherine; Gilbert, Marius","Supervised Classification of Built-Up Areas in Sub-Saharan African Cities Using Landsat Imagery and OpenStreetMap","Remote Sensing","","","10.3390/rs10071145","http://www.mdpi.com/2072-4292/10/7/1145","The Landsat archives have been made freely available in 2008, allowing the production of high resolution built-up maps at the regional or global scale. In this context, most of the classification algorithms rely on supervised learning to tackle the heterogeneity of the urban environments. However, at a large scale, the process of collecting training samples becomes a huge project in itself. This leads to a growing interest from the remote sensing community toward Volunteered Geographic Information (VGI) projects such as OpenStreetMap (OSM). Despite the spatial heterogeneity of its contribution patterns, OSM provides an increasing amount of information on the earth&rsquo;s surface. More interestingly, the community has moved beyond street mapping to collect a wider range of spatial data such as building footprints, land use, or points of interest. In this paper, we propose a classification method that makes use of OSM to automatically collect training samples for supervised learning of built-up areas. To take into account a wide range of potential issues, the approach is assessed in ten Sub-Saharan African urban areas from various demographic profiles and climates. The obtained results are compared with: (1) existing high resolution global urban maps such as the Global Human Settlement Layer (GHSL) or the Human Built-up and Settlements Extent (HBASE); and (2) a supervised classification based on manually digitized training samples. The results suggest that automated supervised classifications based on OSM can provide performances similar to manual approaches, provided that OSM training samples are sufficiently available and correctly pre-processed. Moreover, the proposed method could reach better results in the near future, given the increasing amount and variety of information in the OSM database.","2018-07-20","2018-07-20 07:50:24","2018-07-20 07:50:24","2018-07-20 07:50:24","1145","","7","10","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/simondellicour/Zotero/storage/MF7GBYZV/Forget et al. - 2018 - Supervised Classification of Built-Up Areas in Sub.pdf; /Users/simondellicour/Zotero/storage/CVPNUWZB/1145.html","","","built-up detection; landsat; openstreetmap; urban remote sensing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7RCE2LJ","journalArticle","2018","Guinat, Claire; Nicolas, Gaëlle; Vergne, Timothée; Bronner, Anne; Durand, Benoit; Courcoul, Aurélie; Gilbert, Marius; Guérin, Jean-Luc; Paul, Mathilde C.","Spatio-temporal patterns of highly pathogenic avian influenza virus subtype H5N8 spread, France, 2016 to 2017","Eurosurveillance","","1560-7917","10.2807/1560-7917.ES.2018.23.26.1700791","https://www.eurosurveillance.org/content/10.2807/1560-7917.ES.2018.23.26.1700791","","2018-06-28","2018-06-29 08:37:37","2018-06-29 08:37:37","2018-06-29 08:37:37","","","26","23","","","","","","","","","","en","","","","","Crossref","","","","/Users/simondellicour/Zotero/storage/6BBMP33U/Guinat et al. - 2018 - Spatio-temporal patterns of highly pathogenic avia.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKDWT4L3","journalArticle","2018","Artois, Jean; Ippoliti, Carla; Conte, Annamaria; Dhingra, Madhur S.; Alfonso, Pastor; Tahawy, Abdelgawad El; Elbestawy, Ahmed; Ellakany, Hany F.; Gilbert, Marius","Avian influenza A (H5N1) outbreaks in different poultry farm types in Egypt: the effect of vaccination, closing status and farm size","BMC Veterinary Research","","1746-6148","10.1186/s12917-018-1519-8","https://bmcvetres.biomedcentral.com/articles/10.1186/s12917-018-1519-8","Background: The Avian Influenza A (H5N1) virus is endemic in poultry in Egypt. The winter of 2014/2015 was particularly worrying as new clusters of HPAI A (H5N1) virus emerged, leading to an important number of AI A (H5N1) outbreaks in poultry farms and sporadic human cases. To date, few studies have investigated the distribution of HPAI A (H5N1) outbreaks in Egypt in relation to protective / risk factors at the farm level, a gap we intend to fill. The aim of the study was to analyse passive surveillance data that were based on observation of sudden and high mortality of poultry or drop in duck or chicken egg production, as a basis to better understand and discuss the risk of HPAI A (H5N1) presence at the farm level in large parts of the Nile Delta. Results: The probability of HPAI A (H5N1) presence was associated with several characteristics of the farms. Vaccination status, absence of windows/openings in the farm and the number of birds per cycle of production were found to be protective factors, whereas the presence of a duck farm with significant mortality or drop in egg production in the village was found to be a risk factor. Conclusions: Results demonstrate the key role of several prevention and biosecurity measures to reduce HPAI A (H5N1) virus circulation, which could promote better poultry farm biosecurity in Egypt.","2018-12","2018-06-22 08:59:28","2018-06-22 08:59:29","2018-06-22 08:59:28","","","1","14","","","Avian influenza A (H5N1) outbreaks in different poultry farm types in Egypt","","","","","","","en","","","","","Crossref","","","","/Users/simondellicour/Zotero/storage/MZXH52US/Artois et al. - 2018 - Avian influenza A (H5N1) outbreaks in different po.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QHY2MXT5","journalArticle","2018","Artois, Jean; Jiang, Hui; Wang, Xiling; Qin, Ying; Pearcy, Morgan; Lai, Shengjie; Shi, Yujing; Zhang, Juanjuan; Peng, Zhibin; Zheng, Jiandong; He, Yangni; Dhingra, Madhur S.; von Dobschuetz, Sophie; Guo, Fusheng; Martin, Vincent; Kalpravidh, Wantanee; Claes, Filip; Robinson, Timothy; Hay, Simon I.; Xiao, Xiangming; Feng, Luzhao; Gilbert, Marius; Yu, Hongjie","Changing Geographic Patterns and Risk Factors for Avian Influenza A(H7N9) Infections in Humans, China","Emerging Infectious Diseases","","1080-6040, 1080-6059","10.3201/eid2401.171393","http://wwwnc.cdc.gov/eid/article/24/1/17-1393_article.htm","","2018-01","2018-06-22 08:51:30","2018-06-22 08:51:30","2018-06-22 08:51:30","87-94","","1","24","","","","","","","","","","en","","","","","Crossref","","","","/Users/simondellicour/Zotero/storage/LPAXGEUV/Artois et al. - 2018 - Changing Geographic Patterns and Risk Factors for .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9EA88JC","journalArticle","2017","Gilbert, Marius; Xiao, Xiangming; Robinson, Timothy P.","Intensifying poultry production systems and the emergence of avian influenza in China: a ‘One Health/Ecohealth’ epitome","Archives of Public Health","","0778-7367","10.1186/s13690-017-0218-4","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5702979/","Several kinds of pressure can lead to the emergence of infectious diseases. In the case of zoonoses emerging from livestock, one of the most significant changes that has taken place since the mid twentieth century is what has been termed the “livestock revolution”, whereby the stock of food animals, their productivity and their trade has increased rapidly to feed rising and increasingly wealthy and urbanized populations. Further increases are projected in the future in low and middle-income countries. Using avian influenza as an example, we discuss how the emergence of avian influenza H5N1 and H7N9 in China was linked to rapid intensification of the poultry sector taking place in landscapes rich in wetland agriculture and wild waterfowls habitats, providing an extensive interface with the wild reservoir of avian influenza viruses. Trade networks and live-poultry markets further exacerbated the spread and persistence of avian influenza as well as human exposure. However, as the history of emergence of highly pathogenic avian influenza (HPAI) demonstrates in high-income countries such as the USA, Canada, Australia, the United Kingdom or the Netherlands, this is by no way specific to low and middle-income countries. Many HPAI emergence events took place in countries with generally good biosecurity standards, and the majority of these in regions hosting intensive poultry production systems. Emerging zoonoses are only one of a number of externalities of intensive livestock production systems, alongside antimicrobial consumption, disruption of nutrient cycles and greenhouse gases emissions, with direct or indirect impacts on human health. In parallel, livestock production is essential to nutrition and livelihoods in many low-income countries. Deindustrialization of the most intensive production systems in high-income countries and sustainable intensifications in low-income countries may converge to a situation where the nutritional and livelihood benefits of livestock production would be less overshadowed by its negative impacts on human an ecosystem health.","2017-11-27","2018-01-19 10:16:26","2018-04-16 08:49:35","2018-01-19 10:16:26","48","","","75","","Arch Public Health","Intensifying poultry production systems and the emergence of avian influenza in China","","","","","","","","","","","","PubMed Central","","PMID: 29209498 PMCID: PMC5702979","","/Users/simondellicour/Zotero/storage/2CBQDDZE/Gilbert et al. - 2017 - Intensifying poultry production systems and the em.pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5702979/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWVI4FAI","journalArticle","2017","Hill, Edward M.; House, Thomas; Dhingra, Madhur S.; Kalpravidh, Wantanee; Morzaria, Subhash; Osmani, Muzaffar G.; Yamage, Mat; Xiao, Xiangming; Gilbert, Marius; Tildesley, Michael J.","Modelling H5N1 in Bangladesh across spatial scales: Model complexity and zoonotic transmission risk","Epidemics","","1755-4365","10.1016/j.epidem.2017.02.007","http://www.sciencedirect.com/science/article/pii/S1755436517300191","Highly pathogenic avian influenza H5N1 remains a persistent public health threat, capable of causing infection in humans with a high mortality rate while simultaneously negatively impacting the livestock industry. A central question is to determine regions that are likely sources of newly emerging influenza strains with pandemic causing potential. A suitable candidate is Bangladesh, being one of the most densely populated countries in the world and having an intensifying farming system. It is therefore vital to establish the key factors, specific to Bangladesh, that enable both continued transmission within poultry and spillover across the human–animal interface. We apply a modelling framework to H5N1 epidemics in the Dhaka region of Bangladesh, occurring from 2007 onwards, that resulted in large outbreaks in the poultry sector and a limited number of confirmed human cases. This model consisted of separate poultry transmission and zoonotic transmission components. Utilising poultry farm spatial and population information a set of competing nested models of varying complexity were fitted to the observed case data, with parameter inference carried out using Bayesian methodology and goodness-of-fit verified by stochastic simulations. For the poultry transmission component, successfully identifying a model of minimal complexity, which enabled the accurate prediction of the size and spatial distribution of cases in H5N1 outbreaks, was found to be dependent on the administration level being analysed. A consistent outcome of non-optimal reporting of infected premises materialised in each poultry epidemic of interest, though across the outbreaks analysed there were substantial differences in the estimated transmission parameters. The zoonotic transmission component found the main contributor to spillover transmission of H5N1 in Bangladesh was found to differ from one poultry epidemic to another. We conclude by discussing possible explanations for these discrepancies in transmission behaviour between epidemics, such as changes in surveillance sensitivity and biosecurity practices.","2017","2017-04-03 14:45:52","2018-04-16 08:48:39","2017-04-03 14:45:52","37-55","","","20","","Epidemics","Modelling H5N1 in Bangladesh across spatial scales","","","","","","","","","","","","ScienceDirect","","","","/Users/simondellicour/Zotero/storage/NCD6S8V4/Hill et al. - Modelling H5N1 in Bangladesh across spatial scales.pdf","","","Mathematical modelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4Q8N48I","journalArticle","2018","Mellor, Kate C.; Meyer, Anne; Elkholly, Doaa A.; Fournié, Guillaume; Long, Pham T.; Inui, Ken; Padungtod, Pawin; Gilbert, Marius; Newman, Scott H.; Vergne, Timothée; Pfeiffer, Dirk U.; Stevens, Kim B.","Comparative Epidemiology of Highly Pathogenic Avian Influenza Virus H5N1 and H5N6 in Vietnamese Live Bird Markets: Spatiotemporal Patterns of Distribution and Risk Factors","Frontiers in Veterinary Science","","2297-1769","10.3389/fvets.2018.00051","https://www.frontiersin.org/articles/10.3389/fvets.2018.00051/full?&utm_source=Email_to_authors_&utm_medium=Email&utm_content=T1_11.5e1_author&utm_campaign=Email_publication&field=&journalName=Frontiers_in_Veterinary_Science&id=336192","Highly pathogenic avian influenza (HPAI) H5N1 virus has been circulating in Vietnam since 2003, while outbreaks of HPAI H5N6 virus are more recent, having only been reported since 2014. Although the spatial distribution of H5N1 outbreaks and risk factors for virus occurrence have been extensively studied, there have been no comparative studies for H5N6. Data collected through active surveillance of Vietnamese live-bird markets (LBMs) between 2011 and 2015 were used to explore and compare the spatio-temporal distributions of H5N1- and H5N6-positive LBMs. Conditional autoregressive models were developed to quantify spatio-temporal associations between agro-ecological factors and the two HPAI strains using the same set of predictor variables. Unlike H5N1, which exhibited a strong north-south divide, with repeated occurrence in the extreme south of a cluster of high-risk provinces, H5N6 was homogeneously distributed throughout Vietnam. Similarly, different agro-ecological factors were associated with each strain. Sample collection in the months of January and February and higher average maximum temperature were associated with higher likelihood of H5N1 positive market-day status. The likelihood of market-days being positive for H5N6 increased with decreased river density, and with successive Rounds of data collection. This study highlights marked differences in spatial patterns and risk factors for H5N1 and H5N6 in Vietnam, suggesting the need for tailored surveillance and control approaches.","2018","2018-04-05 13:30:20","2018-04-05 13:30:20","2018-04-05 13:30:20","","","","5","","Front. Vet. Sci.","Comparative Epidemiology of Highly Pathogenic Avian Influenza Virus H5N1 and H5N6 in Vietnamese Live Bird Markets","","","","","","","English","","","","","Frontiers","","","","/Users/simondellicour/Zotero/storage/EPQCKV65/Mellor et al. - 2018 - Comparative Epidemiology of Highly Pathogenic Avia.pdf","","","avian influenza; Poultry; Vietnam; Epidemiology; emerging infectious disease; Live-bird markets; spatial modelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QN88V49C","journalArticle","2018","Tisseuil, Clément; Velo, Enkelejda; Bino, Silvia; Kadriaj, Perparim; Mersini, Kujtim; Shukullari, Ada; Simaku, Artan; Rogozi, Elton; Caputo, Beniamino; Ducheyne, Els; Torre, Alessandra della; Reiter, Paul; Gilbert, Marius","Forecasting the spatial and seasonal dynamic of Aedes albopictus oviposition activity in Albania and Balkan countries","PLOS Neglected Tropical Diseases","","1935-2735","10.1371/journal.pntd.0006236","http://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0006236","The increasing spread of the Asian tiger mosquito, Aedes albopictus, in Europe and US raises public health concern due to the species competence to transmit several exotic human arboviruses, among which dengue, chikungunya and Zika, and urges the development of suitable modeling approach to forecast the spatial and temporal distribution of the mosquito. Here we developed a dynamical species distribution modeling approach forecasting Ae. albopictus eggs abundance at high spatial (0.01 degree WGS84) and temporal (weekly) resolution over 10 Balkan countries, using temperature times series of Modis data products and altitude as input predictors. The model was satisfactorily calibrated and validated over Albania based observed eggs abundance data weekly monitored during three years. For a given week of the year, eggs abundance was mainly predicted by the number of eggs and the mean temperature recorded in the preceding weeks. That is, results are in agreement with the biological cycle of the mosquito, reflecting the effect temperature on eggs spawning, maturation and hatching. The model, seeded by initial egg values derived from a second model, was then used to forecast the spatial and temporal distribution of eggs abundance over the selected Balkan countries, weekly in 2011, 2012 and 2013. The present study is a baseline to develop an easy-handling forecasting model able to provide information useful for promoting active surveillance and possibly prevention of Ae. albopictus colonization in presently non-infested areas in the Balkans as well as in other temperate regions.","2018-02-12","2018-04-03 09:11:55","2018-04-03 09:11:55","2018-04-03 09:11:55","e0006236","","2","12","","PLOS Neglected Tropical Diseases","","","","","","","","en","","","","","PLoS Journals","","","","/Users/simondellicour/Zotero/storage/NLJLCNQ8/Tisseuil et al. - 2018 - Forecasting the spatial and seasonal dynamic of Ae.pdf; /Users/simondellicour/Zotero/storage/GVVGMAVN/article.pdf","","","Mosquitoes; Forecasting; Europe; Arboviruses; Oviposition; Statistical distributions; Statistical models; Theoretical ecology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R72PS6R8","journalArticle","2018","Boone, Celia K.; Sweeney, Jon; Silk, Peter; Hughes, Cory; Webster, Reginald P.; Stephen, Fred; Maclauchlan, Lorraine; Bentz, Barbara; Drumont, Alain; Zhao, Boguang; Berkvens, Nick; Casteels, Hans; Grégoire, Jean-Claude","Monochamus species from different continents can be effectively detected with the same trapping protocol","Journal of Pest Science","","1612-4766","10.1007/s10340-018-0954-4","https://doi.org/10.1007/s10340-018-0954-4","Pine wilt disease is one of the most serious introduced threats to coniferous forests worldwide. Its causal agent, the pinewood nematode (PWN), Bursaphelenchus xylophilus, is vectored primarily by cerambycids of the genus Monochamus Dejean throughout its native (North America) and introduced (Japan, China, Korea, Taiwan, Portugal) ranges. Despite strict import regulations and phytosanitary measures, interception records indicate that PWN and Monochamus species continue to be moved worldwide. Following its introduction in Portugal in the late 1990s, extensive monitoring programs for PWN and its vectors have been conducted throughout the European Union, using locally developed and tested lures and traps. The trapping system developed in Europe and used in this study is composed of a Crosstrap® and Galloprotect Pack® lures. These trapping systems were deployed in two locations in the USA, two locations in Canada, and one location in China in order to test their capacity to detect Monochamus species exotic to Europe. Large numbers of M. carolinensis, M. mutator, M. notatus, M. s. scutellatus, M. clamator, and M. titillator were trapped in North America, while large numbers of M. alternatus were trapped in China. The trapping systems developed in Europe for monitoring the European Monochamus species are also effective for the detection of many exotic Monochamus species and could thus be used as an early detection tool in ports and other high-risk sites.","2018-02-01","2018-02-08 12:19:42","2018-02-08 12:19:42","","","","","","","Journal of Pest Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"464WM8SX","journalArticle","2018","Apolloni, Andrea; Nicolas, Gaëlle; Coste, Caroline; Mamy, Ahmed Bezeid EL; Yahya, Barry; Arbi, Ahmed Salem EL; Gueya, Mohamed Baba; Baba, Doumbia; Gilbert, Marius; Lancelot, Renaud","Towards the description of livestock mobility in Sahelian Africa: Some results from a survey in Mauritania","PLOS ONE","","1932-6203","10.1371/journal.pone.0191565","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0191565","Understanding spatio-temporal patterns of host mobility is a key factor to prevent and control animal and human diseases. This is utterly important in low-income countries, where animal disease epidemics have strong socio-economic impacts. In this article we analyzed a livestock mobility database, whose data have been collected by the Centre National d’Elevage et de Recherches Vétérinaires (CNERV) Mauritania, to describe its patterns and temporal evolution. Data were collected through phone and face-to-face interviews in almost all the regions in Mauritania over a period of roughly two weeks during June 2015. The analysis has shown the existence of two mobility patterns throughout the year: the first related to routine movements from January to August; the second strictly connected to the religious festivity of Tabaski that in 2014 occurred at the beginning of October. These mobility patterns are different in terms of animals involved (fewer cattle and dromedaries are traded around Tabaski), the means of transportation (the volume of animals moved by truck raises around Tabaski) and destinations (most of the animals are traded nationally around Tabaski). Due to the differences between these two periods, public health officers, researchers and other stakeholders should take account of the time of the year when implementing vaccination campaigns or creating surveillance networks.","2018-01-24","2018-01-25 14:01:13","2018-01-25 14:01:13","2018-01-25 14:01:13","e0191565","","1","13","","PLOS ONE","Towards the description of livestock mobility in Sahelian Africa","","","","","","","en","","","","","PLoS Journals","","","","/Users/simondellicour/Zotero/storage/JABHSMNM/Apolloni et al. - 2018 - Towards the description of livestock mobility in S.pdf; /Users/simondellicour/Zotero/storage/U3CRZRDK/article.html","","","Sheep; Livestock; Infectious disease control; Human mobility; Mauritania; Ruminants; Senegal; Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIMRZ3M5","journalArticle","2017","Gilioli, G.; Schrader, G.; Grégoire, J.-C.; MacLeod, A.; Mosbach-Schulz, O.; Rafoss, T.; Rossi, V.; Urek, G.; van der Werf, W.","The EFSA quantitative approach to pest risk assessment – methodological aspects and case studies","EPPO Bulletin","","1365-2338","10.1111/epp.12377","http://onlinelibrary.wiley.com/doi/10.1111/epp.12377/abstract","A new method for pest risk assessment and the identification and evaluation of risk-reducing options is currently under development by the European Food Safety Authority (EFSA) Plant Health Panel. The draft method has been tested on pests of concern to the European Union (EU). The method is adaptable and can focus either on all the steps and sub-steps of the assessment process or on specific parts if necessary. It is based on assessing changes in pest population abundance as the major driver of the impact on cultivated plants and on the environment. Like other pest risk assessment systems the method asks questions about the likelihood and magnitude of factors that contribute to risk. Responses can be based on data or expert judgment. Crucially, the approach is quantitative, and it captures uncertainty through the provision by risk assessors of quantile estimates of the probability distributions for the assessed variables and parameters. The assessment is based on comparisons between different scenarios, and the method integrates risk-reducing options where they apply to a scenario, for example current regulation against a scenario where risk-reducing options are not applied. A strategy has been developed to communicate the results of the risk assessment in a clear, comparable and transparent way, with the aim of providing the requestor of the risk assessment with a useful answer to the question(s) posed to the EFSA Plant Health Panel. The method has been applied to four case studies, two fungi, Ceratocystis platani and Cryphonectria parasitica, the nematode Ditylenchus destructor and the Grapevine flavescence dorée phytoplasma. Selected results from these case studies illustrate the types of output that the method can deliver.","2017-08-01","2018-01-19 13:21:42","2018-01-19 13:21:42","2018-01-19 13:21:42","213-219","","2","47","","EPPO Bull","","","","","","","","en","","","","","Wiley Online Library","","","","/Users/simondellicour/Zotero/storage/7YVZEIHK/Gilioli et al. - 2017 - The EFSA quantitative approach to pest risk assess.pdf; /Users/simondellicour/Zotero/storage/CL4XKPGJ/abstract.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
